Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2000-01-03,0.8410475850105286,0.8452737254172048,0.7640336296269649,0.787983229909197,535796800
1,2000-01-04,0.7701388597488403,0.8311858638470322,0.7602771297069586,0.8133414853684556,512377600
2,2000-01-05,0.7814083695411682,0.8307162131584468,0.7738953040304676,0.779530090623911,778321600
3,2000-01-06,0.7137866616249084,0.8039493784334993,0.7137866616249084,0.7973754264275039,767972800
4,2000-01-07,0.7475981116294861,0.7588685909405547,0.7175441856306548,0.7250572533240345,460734400
5,2000-01-10,0.7344492077827454,0.7682596837199466,0.7119083554690968,0.7663814047562996,505064000
6,2000-01-11,0.6968812942504883,0.7466587158564406,0.6799760832322101,0.7208308907547518,441548800
7,2000-01-12,0.6550875306129456,0.7175440887368421,0.6499214226352515,0.7137866776265365,976068800
8,2000-01-13,0.7269355058670044,0.7419624944259682,0.6950032993844465,0.7099124659924004,1032684800
9,2000-01-14,0.7546414732933044,0.768259711019861,0.7466588250328903,0.7513544975297026,390376000
10,2000-01-18,0.7809386849403381,0.7964360504293692,0.7546412804838616,0.7588682222951488,459177600
11,2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
12,2000-01-20,0.8527877330780029,0.9128955781939601,0.8527877330780029,0.8678146692778237,1831132800
13,2000-01-21,0.8363518118858337,0.8584223279286709,0.8278987797140057,0.8584223279286709,495924800
14,2000-01-24,0.79831463098526,0.8471520485811874,0.7898615466979472,0.8147502641966269,440876800
15,2000-01-25,0.8433955311775208,0.8499703866826633,0.7691998101107682,0.7889224706092814,497145600
16,2000-01-26,0.8278989791870117,0.8579529523967211,0.8246120531471683,0.8264902822675537,367158400
17,2000-01-27,0.826490044593811,0.8490309443648785,0.803949194981067,0.8175674305919298,340144000
18,2000-01-28,0.7635640501976013,0.8330641372595451,0.7560509841194963,0.8128719476970554,423348800
19,2000-01-31,0.7795302271842957,0.780469391886614,0.7100301833542677,0.7588685034166178,701680000
20,2000-02-01,0.7532327175140381,0.7889223259535911,0.7513544886641401,0.7814084073873864,318035200
21,2000-02-02,0.7424321174621582,0.7673208397930663,0.7288138252608303,0.7569903770890786,464195200
22,2000-02-03,0.7762433886528015,0.7832877266138488,0.7532328978452357,0.7537024802492981,475193600
23,2000-02-04,0.8114635348320007,0.8264904747786828,0.7785913074348345,0.7809391696197013,425320000
24,2000-02-07,0.8570138216018677,0.8584225687354269,0.7959668083641347,0.8114633779416643,441067200
25,2000-02-08,0.8631190657615662,0.8725103117367068,0.8358824862268017,0.8565442104755394,408643200
26,2000-02-09,0.8462128043174744,0.8800241351213123,0.8448041577020347,0.8574832813576421,299364800
27,2000-02-10,0.8527877330780029,0.855605126870666,0.8264902686991258,0.8480920098791151,302982400
28,2000-02-11,0.8170982003211975,0.8574834401624912,0.8133416414565394,0.853726881297833,212251200
29,2000-02-14,0.8701624274253845,0.8706320097481809,0.8161589053954462,0.8213241604712045,367539200
30,2000-02-15,0.8941122889518738,0.9011566277439442,0.8654670567079847,0.8659366391674439,485744000
31,2000-02-16,0.8574832677841187,0.8875380399432566,0.8424563331295367,0.8847198439069993,378246400
32,2000-02-17,0.8631190657615662,0.8678146887491365,0.8499703583562762,0.8654668772553513,289497600
33,2000-02-18,0.835882306098938,0.8668753372182669,0.8330640601586273,0.8612405507207764,233441600
34,2000-02-22,0.8551353812217712,0.8786153971658855,0.801601398300471,0.8274292753956798,422296000
35,2000-02-23,0.873449444770813,0.8941120711199664,0.8340033239861085,0.850791620117707,473099200
36,2000-02-24,0.8655838370323181,0.8950512584939071,0.8396389854646263,0.8814329688754805,376432000
37,2000-02-25,0.8293076157569885,0.8790850977585826,0.8274293867732836,0.8626494154303097,249144000
38,2000-02-28,0.850909411907196,0.8640581191447242,0.81428073417288,0.8274294414104082,328328000
39,2000-02-29,0.861240565776825,0.8809632217127226,0.8457432474130012,0.8532570653020302,368961600
40,2000-03-01,0.9791087508201599,0.9922574586653234,0.8903555747653847,0.8908251571431863,1077003200
41,2000-03-02,0.9166530966758728,0.9612645312199962,0.9067913640158803,0.9542209953701392,311259200
42,2000-03-03,0.961733877658844,0.9634952378771082,0.9016260306979292,0.9382538565102683,323366400
43,2000-03-06,0.944359302520752,0.9701871399149655,0.939193193331753,0.9467071144641153,210560000
44,2000-03-07,0.9232268333435059,0.9575077472806713,0.9100781270616722,0.9499938282291432,273011200
45,2000-03-08,0.9166530966758728,0.9312105533413337,0.8908252603704628,0.9232270500935139,271230400
46,2000-03-09,0.9185311794281006,0.9391929012067272,0.888477209630414,0.9081998671137976,276718400
47,2000-03-10,0.9448286890983582,0.9612643724615422,0.9091390257106218,0.914305133828624,248606400
48,2000-03-13,0.911486804485321,0.9504633380351211,0.8978685169205302,0.9175919761051423,303956800
49,2000-03-14,0.8584226369857788,0.9335583313330513,0.8565443073250267,0.9107826311879001,428579200
50,2000-03-15,0.873449444770813,0.9035042196044328,0.85748334408892,0.8687538219536071,443609600
51,2000-03-16,0.9133652448654175,0.9166530238465505,0.8603008291739892,0.8814330401116393,378100800
52,2000-03-17,0.9391929507255554,0.9391929507255555,0.8988076664842569,0.9025651276633131,305043200
53,2000-03-20,0.9241660237312317,0.9485851076872422,0.9194703006973934,0.9279233846283329,204489600
54,2000-03-21,1.0138589143753052,1.027477099757203,0.9138352929008733,0.9208788255944554,524328000
55,2000-03-22,1.0833595991134644,1.0847691492360632,0.9885012195761976,0.9976586306459746,567996800
56,2000-03-23,1.061758279800415,1.1298496255110757,1.051896549020008,1.0669234849369518,562564800
57,2000-03-24,1.0420348644256592,1.0814809867622779,1.018085261035552,1.0702105084541806,446913600
58,2000-03-27,1.048609733581543,1.0875862777981669,1.028416686584498,1.0340523777771724,279182400
59,2000-03-28,1.0453221797943115,1.0669230592576562,1.030294347023099,1.0312335113338256,202966400
60,2000-03-29,1.0213727951049805,1.0476702036959447,1.0055236668369483,1.0472007217615662,239836800
61,2000-03-30,0.9448286890983582,1.0345217277056373,0.9424807773250496,1.003527887864518,414400000
62,2000-03-31,1.0204339027404785,1.031233895066089,0.9467068686814468,0.9575077638570834,404633600
63,2000-04-03,1.0016494989395142,1.048139954989247,0.972534692463428,1.018085181326281,328563200
64,2000-04-04,0.9565683603286743,0.9993014451800589,0.8772065587595155,0.996484052219673,660329600
65,2000-04-05,0.9795788526535034,0.9983623429708889,0.9316797585760267,0.9502284076140357,457665600
66,2000-04-06,0.9406024813652039,1.0105721532531853,0.9260442256053921,0.9814573471169121,259627200
67,2000-04-07,0.9899091124534607,0.9908481763852055,0.9429498968686842,0.9560985976123723,242435200
68,2000-04-10,0.9391929507255554,0.9974234670172898,0.9373147217193757,0.9894399654951618,212262400
69,2000-04-11,0.8973990678787231,0.9382538363224843,0.8870677544662975,0.927923425760134,541822400
70,2000-04-12,0.820854663848877,0.8941121220868489,0.7879833460795606,0.8941121220868489,941136000
71,2000-04-13,0.8551353812217712,0.9016258308481155,0.8152196851617382,0.8377605867404112,529827200
72,2000-04-14,0.8405782580375671,0.8865982879327479,0.8189764636789959,0.8213243256067051,667620800
73,2000-04-17,0.9307407736778259,0.9312103560105338,0.81944589863428,0.8227337273382602,409561600
74,2000-04-18,0.9532814025878906,0.9532814025878906,0.8969292287339589,0.9279231600977401,390924800
75,2000-04-19,0.9100779891014099,0.9786389037324656,0.8997466780008699,0.9481154555315044,520150400
76,2000-04-20,0.8931732177734375,0.9373150770790522,0.8795549237530634,0.9293323750638387,722120000
77,2000-04-24,0.905382513999939,0.905382513999939,0.8621798364408527,0.8640580654318242,443620800
78,2000-04-25,0.9640820622444153,0.9673698419531135,0.9171228091950852,0.9175923916939079,391641600
79,2000-04-26,0.911486804485321,0.9617337141691963,0.9016258774262961,0.9514024022907471,366912000
80,2000-04-27,0.9523418545722961,0.954220986817849,0.8759152830011246,0.8804939373867494,326603200
81,2000-04-28,0.9321495294570923,0.9579774636289264,0.9114870015495977,0.955160069619605,249580800
82,2000-05-01,0.9340276122093201,0.9401327835359136,0.915713703296025,0.9382536519483136,226195200
83,2000-05-02,0.8856587409973145,0.9485848644056851,0.8828413480262506,0.9260440152542114,236432000
84,2000-05-03,0.8645276427268982,0.9110172959871012,0.8386998123638185,0.8936424490425484,489798400
85,2000-05-04,0.8316555023193359,0.8659364175189366,0.8307163376408099,0.8649972528404105,399515200
86,2000-05-05,0.8499704003334045,0.8621799436174974,0.8318903750165003,0.8325946984360847,284076800
87,2000-05-08,0.8274294137954712,0.854196359574961,0.8264902491146133,0.8422215584689993,184900800
88,2000-05-09,0.7922095060348511,0.8358825764397174,0.7879834147949326,0.8288382383480121,327140800
89,2000-05-10,0.746189534664154,0.7889226439091636,0.7419625901192021,0.7818783047955535,535091200
90,2000-05-11,0.7724866271018982,0.7832875211455187,0.7438414057513785,0.7616857832166072,499744000
91,2000-05-12,0.8086459040641785,0.8302468431252422,0.7871611317139746,0.7964363614227504,306913600
92,2000-05-15,0.7588684558868408,0.8119328131527257,0.7522936513240271,0.8119328131527257,678932800
93,2000-05-16,0.7940875291824341,0.8194457738195484,0.7720170625901837,0.7852827363894365,440451200
94,2000-05-17,0.7616855502128601,0.7790603400821625,0.7541716341173144,0.7785907579449265,398092800
95,2000-05-18,0.7569899559020996,0.7884525641798352,0.7560507915326099,0.7738951653445103,373777600
96,2000-05-19,0.7062737345695496,0.7457198591929131,0.7015772084452515,0.7457198591929131,740667200
97,2000-05-22,0.6757493615150452,0.7043954417124203,0.6461649692458868,0.7043954417124203,755507200
98,2000-05-23,0.6447561383247375,0.7015770493091594,0.643347441630352,0.6799761639175298,517585600
99,2000-05-24,0.6588440537452698,0.6743405723280571,0.6236240230320654,0.647573625860043,678462400
100,2000-05-25,0.6556739807128906,0.6961770345196538,0.6461648637960781,0.6649492093271053,406750400
101,2000-05-26,0.6489821076393127,0.6752795131962813,0.6405299290458587,0.6611916460240884,181148800
102,2000-05-30,0.6579050421714783,0.6621311335304912,0.6142328232277369,0.6583745744391386,713059200
103,2000-05-31,0.631138026714325,0.6856111417759554,0.6297293296273333,0.6527397708180018,433507200
104,2000-06-01,0.6696450114250183,0.672931937721832,0.6039014696545644,0.6142327839494767,903840000
105,2000-06-02,0.6954728364944458,0.7494763662226958,0.6687058377460184,0.704395453641188,792848000
106,2000-06-05,0.6860805749893188,0.7156649650873398,0.6738710326922447,0.7011075612119905,323668800
107,2000-06-06,0.6978204250335693,0.7269352261060071,0.678567352576215,0.6910117333508343,525481600
108,2000-06-07,0.7255265712738037,0.7288135468234798,0.6884283182527137,0.7034561044260611,337019200
109,2000-06-08,0.7123780846595764,0.7400841992481375,0.6996989583121161,0.7335102962942991,238526400
110,2000-06-09,0.7194223403930664,0.7358579725220652,0.7090910276834046,0.7269353566258404,252358400
111,2000-06-12,0.6851413249969482,0.7245874381733997,0.6827935140411844,0.7241178559189162,290337600
112,2000-06-13,0.7100301384925842,0.7114388352987194,0.6626005684804442,0.685141422761957,351456000
113,2000-06-14,0.6795065402984619,0.7231787434009587,0.6771586791784213,0.7114387355841804,277446400
114,2000-06-15,0.694064199924469,0.7015772680228014,0.6687058959786433,0.6856111644313511,248572800
115,2000-06-16,0.6851413249969482,0.7043952507556307,0.6691752273945504,0.7025161192044698,303564800
116,2000-06-19,0.725996196269989,0.7353883938967657,0.6748100709710751,0.6804457105604591,394004800
117,2000-06-20,0.7607467174530029,0.7809389587866866,0.7391449767186736,0.7400840912440744,501390400
118,2000-06-21,0.835882306098938,0.8556049616900478,0.7560509141462228,0.7588683575532955,490000000
119,2000-06-22,0.8077058792114258,0.865936395052727,0.8048884855656149,0.837760703052912,467712000
120,2000-06-23,0.7767128944396973,0.8208546922430581,0.7635641863071225,0.8081755664985494,204965600
121,2000-06-26,0.813341498374939,0.8227336964177973,0.7832875781527887,0.7889223653001721,185354400
122,2000-06-27,0.7776517868041992,0.8340031082241197,0.7757735080682379,0.8081752833945304,203470400
123,2000-06-28,0.818037211894989,0.8321250331585138,0.7738954187503913,0.8011319969171005,286428800
124,2000-06-29,0.7701388597488403,0.8105240918398181,0.7673206135285526,0.7973753859617483,203660800
125,2000-06-30,0.7870441675186157,0.8255511752905264,0.7767128539365014,0.7936181199753639,323097600
126,2000-07-03,0.801132082939148,0.8161590203348753,0.7832877013681964,0.7832877013681964,70828800
127,2000-07-05,0.7757736444473267,0.8293075822536008,0.7626249386092364,0.8001927770573491,265216000
128,2000-07-06,0.778590977191925,0.7954970423759886,0.7457196665875673,0.7889222887034998,309545600
129,2000-07-07,0.818037211894989,0.8236728520154227,0.7832876172622003,0.7903311015481096,263603200
130,2000-07-10,0.8584226369857788,0.8753287074161116,0.8077060307617838,0.8128721395456658,397796000
131,2000-07-11,0.8556050658226013,0.8903554614750567,0.83306416154781,0.8565441301420367,357896000
132,2000-07-12,0.8847200870513916,0.8856591515993444,0.8471521883486375,0.8734496070922049,225433600
133,2000-07-13,0.8490312695503235,0.911017451005948,0.8227338523882949,0.879085245628316,445659200
134,2000-07-14,0.8668754696846008,0.8865981282895095,0.8546659277688543,0.8584224861134354,190276800
135,2000-07-17,0.8762677907943726,0.8837808077889565,0.8584225571924398,0.8753286260512951,260002400
136,2000-07-18,0.8603008389472961,0.8847200266100222,0.8546660507777655,0.8790852384404916,318404800
137,2000-07-19,0.7917396426200867,0.8537266057562037,0.7776518241285257,0.8293074762669792,457872800
138,2000-07-20,0.8283684849739075,0.8574832907737844,0.8133414997581108,0.8264902058688077,465572800
139,2000-07-21,0.8048884868621826,0.8358824252494214,0.7954971412554617,0.8168632876470218,196235200
140,2000-07-24,0.731631875038147,0.794557159796473,0.7137866434174979,0.7898614870774452,412171200
141,2000-07-25,0.7522938251495361,0.7607468606358384,0.737266836273114,0.7560511868083736,211607200
142,2000-07-26,0.7522938251495361,0.770139060982641,0.7400842305379237,0.7490068484544762,210470400
143,2000-07-27,0.7814083695411682,0.8001927136219158,0.7494761733562765,0.7513544522735337,294985600
144,2000-07-28,0.725996196269989,0.7889223303503019,0.7043953104175137,0.785635354607166,237893600
145,2000-07-31,0.7635640501976013,0.7757736415359577,0.7325710162098361,0.7386753353748602,155299200
146,2000-08-01,0.7410233020782471,0.7687294143490392,0.7400841373360199,0.7560510915956841,137284000
147,2000-08-02,0.7100301384925842,0.7504153717823733,0.7090910240079388,0.7363275510293467,162355200
148,2000-08-03,0.7213007807731628,0.7222399456962635,0.6649494307950053,0.6846720446551664,339897600
149,2000-08-04,0.7119084596633911,0.770138928092049,0.6959423588398296,0.7433719316530182,263121600
150,2000-08-07,0.7203612923622131,0.7372665030011591,0.7090908677057534,0.7194221780845731,187348000
151,2000-08-08,0.7025163173675537,0.7213006661703691,0.6959424147420777,0.7203615515548271,176674400
152,2000-08-09,0.7137866616249084,0.72787453283302,0.7100301534488646,0.7231788599942139,379640800
153,2000-08-10,0.7147257924079895,0.7278744983300592,0.7119083988699239,0.7213005466356845,251714400
